property_type,sector,balcony,agePossession,luxury_category,floor_category,facing,bedRoom,bathroom,built_up_area,servant room,store room,furnishing_type,price
flat,sector 57,3,Moderately Old,Class C,Middle Floor,North,3,3,2040.0,0,0,1,2.5
flat,sector 37c,0,Under Construction,Class C,High Floor,West,2,2,1578.0,1,0,1,0.95
ind-house,sector 46,2,Relatively New,Class D,Low Floor,North-East,3,8,1836.0,0,0,0,4.35
flat,sector 92,3,New Property,Class C,Low Floor,North-East,3,3,1283.0,0,0,1,0.58
flat,sector 92,2,New Property,Class B,Low Floor,East,3,2,1298.0,0,0,1,0.75
flat,sector 104,2,Relatively New,Class B,Middle Floor,South,2,2,1405.0,0,0,1,1.59
flat,sector 86,3,Moderately Old,Class B,Middle Floor,West,3,3,1750.0,1,0,1,1.26
flat,sector 103,3+,Relatively New,Class C,Middle Floor,South-East,3,3,1561.0,0,0,1,1.34
flat,sector 92,2,Relatively New,Class D,Middle Floor,North,3,2,1261.0,0,0,1,0.85
flat,sector 52,3,Old Property,Class C,Low Floor,North-East,4,4,1487.0,0,0,1,1.5
flat,sohna road,2,Relatively New,Class A,Low Floor,North-East,2,2,913.0,0,0,1,0.53
ind-house,sector 25,3,Moderately Old,Class B,Low Floor,West,5,5,6400.0,1,0,0,15.0
flat,sohna road,2,Relatively New,Class D,Middle Floor,East,2,2,789.0,0,0,2,0.46
flat,sector 104,3+,Relatively New,Class A,High Floor,East,3,3,2076.0,1,0,1,1.85
flat,sector 84,3,Relatively New,Class D,Middle Floor,West,4,4,3168.0,1,0,1,2.24
flat,sector 92,3,New Property,Class D,High Floor,North,4,4,1831.0,0,0,1,1.0
ind-house,sector 47,3+,Relatively New,Class C,Low Floor,East,3,9,1935.0,0,1,0,5.15
flat,sector 91,3+,Relatively New,Class D,Middle Floor,East,2,2,1303.0,0,0,0,0.89
flat,sector 67a,3,New Property,Class D,Middle Floor,North,3,3,1587.0,0,0,1,2.0
flat,sector 102,3,New Property,Class C,Middle Floor,North-East,3,3,1466.0,0,1,1,1.95
ind-house,sector 6,0,Moderately Old,Class D,Low Floor,North-East,2,2,1222.0,0,0,1,0.85
flat,sector 106,3+,Relatively New,Class A,Middle Floor,North-West,4,6,1535.0,1,0,1,1.4
ind-house,sector 52,3+,Moderately Old,Class D,Low Floor,South,9,9,2700.0,1,0,0,5.5
flat,sector 70a,3,New Property,Class A,High Floor,North-East,3,3,2000.0,1,0,0,2.55
flat,sector 99a,3+,New Property,Class D,Middle Floor,South,3,5,1811.0,0,0,1,1.4
ind-house,sector 72,3+,Relatively New,Class D,High Floor,North-West,5,5,3653.0,0,0,1,3.1
flat,sohna road,3+,Relatively New,Class A,Low Floor,East,3,3,1384.0,0,0,1,1.14
flat,sector 69,2,Relatively New,Class A,Low Floor,South-West,3,3,1431.0,0,0,0,1.52
flat,sector 83,2,Relatively New,Class A,Low Floor,South,3,3,1350.0,1,1,0,1.15
flat,sector 92,3,Relatively New,Class C,High Floor,East,4,4,1943.0,1,0,1,1.25
flat,sector-33 sohna,2,New Property,Class C,Low Floor,West,3,2,1444.0,0,0,1,1.35
flat,sector 45,2,Old Property,Class D,Middle Floor,North,4,4,3194.0,1,0,2,2.25
flat,sector 103,3+,Relatively New,Class D,Middle Floor,East,3,3,1673.0,0,0,1,1.69
flat,sector 70,3,Relatively New,Class C,Low Floor,North,3,5,1529.0,1,0,1,1.64
flat,sector 92,2,Relatively New,Class C,Middle Floor,North-West,4,4,2322.0,1,0,1,1.12
flat,sohna road,2,Under Construction,Class B,Low Floor,South,3,2,1015.0,0,0,1,0.9
flat,sector 37d,1,Under Construction,Class C,Middle Floor,East,3,2,1900.0,1,0,1,1.2
ind-house,sector 21,2,Old Property,Class D,Low Floor,West,3,3,972.0,0,0,1,0.6
flat,sector 77,3,Relatively New,Class D,High Floor,North-East,3,3,1604.0,0,0,0,0.92
flat,sector 30,2,Old Property,Class D,Low Floor,North-East,3,3,1402.0,0,0,1,1.3
ind-house,sector 105,0,Moderately Old,Class D,Low Floor,South-West,3,3,450.0,0,0,1,0.6
flat,sector 102,3,Relatively New,Class C,Low Floor,East,3,3,1316.0,1,0,1,1.4
flat,sector 103,3+,New Property,Class B,Low Floor,North-East,3,3,1466.0,0,0,1,1.25
flat,sector 102,1,Relatively New,Class C,Middle Floor,North,2,2,568.0,0,0,2,0.45
flat,sector 52,3+,Relatively New,Class B,Middle Floor,West,3,3,1800.0,0,0,0,1.45
flat,sector 111,2,Relatively New,Class B,Middle Floor,North-East,3,3,1541.0,0,0,1,2.25
flat,sector 70a,2,Relatively New,Class D,Middle Floor,South-East,2,2,1315.0,0,0,1,1.1
flat,sector 90,2,Relatively New,Class C,Low Floor,North-West,2,3,1350.0,0,0,1,0.8
flat,sohna road,2,Relatively New,Class D,Low Floor,West,2,2,520.0,0,0,1,0.28
flat,sohna road,1,Relatively New,Class D,Middle Floor,North-West,1,1,600.0,0,0,1,0.25
flat,sector 92,2,Moderately Old,Class B,Low Floor,East,4,4,1587.0,0,1,2,0.87
flat,sector 95,3,New Property,Class C,Middle Floor,East,2,2,714.0,0,0,1,0.8
flat,sector 5,1,Relatively New,Class C,Low Floor,West,2,2,778.0,0,0,0,0.55
flat,sector 65,3,New Property,Class C,Middle Floor,North,2,2,1456.0,0,0,1,1.8
flat,sector 108,2,Relatively New,Class B,Middle Floor,North-East,3,4,2003.0,0,0,1,2.9
flat,sector-33 sohna,3,Under Construction,Class C,High Floor,North-East,2,2,1385.0,0,0,1,1.25
ind-house,laxman vihar phase 2,3+,Moderately Old,Class D,Low Floor,North-East,2,1,4635.0,0,0,1,4.12
flat,sector 92,3,Relatively New,Class B,Low Floor,North-West,3,3,1804.0,0,0,1,0.85
flat,sector 92,2,Relatively New,Class D,Low Floor,East,3,3,1574.0,0,0,1,0.65
ind-house,sector 24,3+,Old Property,Class D,Low Floor,West,8,10,3915.0,0,0,1,10.0
flat,sector 78,2,Moderately Old,Class B,Middle Floor,South,3,2,1472.0,0,0,1,0.8
flat,sector 49,3,Relatively New,Class D,Low Floor,South,3,3,1636.0,0,0,1,2.09
flat,sector 37d,3,New Property,Class C,Low Floor,South-East,2,2,544.0,0,0,1,0.55
flat,sector 21,2,Old Property,Class D,Low Floor,South-East,5,5,2400.0,1,1,0,1.3
flat,sector 37d,3,Relatively New,Class B,Middle Floor,West,4,4,2091.0,0,0,0,1.67
flat,sohna road,3+,Relatively New,Class D,Middle Floor,East,3,3,1510.0,0,0,1,1.3
flat,sector 104,1,Relatively New,Class C,Low Floor,North,2,2,515.0,0,0,1,0.4
flat,sector 111,3+,Relatively New,Class C,Middle Floor,East,4,5,2675.0,1,0,1,3.4
flat,sector 37c,3+,Relatively New,Class D,Low Floor,North-West,3,3,1847.0,1,0,1,1.43
flat,sector 61,3,Moderately Old,Class B,Low Floor,North,4,4,2585.0,1,0,0,3.6
ind-house,sector 112,3,Relatively New,Class D,Low Floor,East,5,5,7450.0,1,0,1,9.5
flat,sector 62,3,Under Construction,Class D,Middle Floor,South,3,3,1600.0,0,0,1,4.25
ind-house,sector 70a,3+,New Property,Class D,Low Floor,North-East,5,4,2610.0,1,0,0,5.25
flat,sector 85,3+,Relatively New,Class B,Middle Floor,East,2,2,1492.0,0,1,1,1.2
flat,sector 81,2,Relatively New,Class D,Middle Floor,South-West,2,2,667.0,0,0,1,0.39
flat,sector 104,3,Relatively New,Class C,Middle Floor,East,2,2,1150.0,0,0,1,0.75
ind-house,sector 6,1,Old Property,Class D,Low Floor,North-East,3,2,612.0,0,0,1,0.66
ind-house,sector 105,0,Moderately Old,Class D,Low Floor,East,3,3,1000.0,0,0,1,0.74
flat,sector 71,2,Relatively New,Class D,Low Floor,North-East,1,1,425.0,0,0,0,0.37
ind-house,sector 45,3+,Old Property,Class C,Low Floor,North-East,6,4,2475.0,1,1,0,7.35
flat,sector 68,3,Relatively New,Class B,High Floor,North-East,2,2,1366.0,0,0,1,1.32
flat,sector 90,3,Relatively New,Class A,Low Floor,South-West,3,4,1768.0,1,0,1,0.9
flat,sector 2,3,Moderately Old,Class C,Low Floor,East,2,2,1283.0,0,0,1,0.98
flat,sector 90,3+,Relatively New,Class D,High Floor,North,3,3,1750.0,0,0,1,1.2
flat,sector 107,2,Relatively New,Class D,Low Floor,East,2,2,543.0,0,0,1,0.29
ind-house,sector 7,3,Old Property,Class D,Low Floor,North-West,4,4,2628.0,0,0,1,3.85
flat,sector 92,1,Relatively New,Class D,Middle Floor,North-East,3,3,833.0,0,0,1,0.45
flat,sector 86,3,Moderately Old,Class D,Middle Floor,West,2,2,1342.0,0,0,1,1.25
flat,sector 108,2,Relatively New,Class D,Middle Floor,East,3,4,2003.0,0,0,1,2.95
flat,sector 56,3,Relatively New,Class D,Middle Floor,West,4,4,2000.0,1,0,0,2.05
flat,sector 90,3+,Relatively New,Class B,Middle Floor,North,4,4,2020.0,0,0,0,1.76
ind-house,manesar,0,Moderately Old,Class D,Low Floor,North,3,1,1337.4,0,0,1,2.0
ind-house,sector 4,2,Moderately Old,Class D,Low Floor,North-East,4,2,585.0,0,0,1,0.65
flat,sector 70,3,New Property,Class D,Middle Floor,East,3,5,1529.0,1,0,1,1.75
flat,sector 68,3+,Under Construction,Class C,High Floor,North-West,2,2,1070.0,0,0,1,0.82
flat,sohna road,2,Relatively New,Class B,Low Floor,North-West,2,2,1045.0,0,0,1,0.65
flat,sector 90,2,Relatively New,Class D,High Floor,North,3,3,1581.0,0,0,1,1.23
flat,sector 49,3,Old Property,Class C,Low Floor,East,3,3,1636.0,0,0,0,1.95
ind-house,sector 66,3+,Relatively New,Class B,Low Floor,South-West,4,4,5200.0,1,1,0,9.0
flat,sector 28,2,Relatively New,Class C,Low Floor,North,2,2,1222.0,0,0,1,1.6
ind-house,sector 50,3,Moderately Old,Class D,Low Floor,East,6,5,3078.0,1,0,0,12.5
flat,sector 79,3+,Relatively New,Class A,Middle Floor,East,3,4,2145.0,1,0,1,2.01
flat,sector 109,3,Relatively New,Class C,Middle Floor,North,3,3,2307.0,1,0,1,1.6
flat,sector 72,3,Moderately Old,Class C,Low Floor,South,3,3,2992.0,1,0,1,3.25
ind-house,sector 47,3+,Relatively New,Class B,Low Floor,East,9,9,4650.0,1,0,0,5.25
ind-house,sector 4,1,Moderately Old,Class D,Low Floor,East,2,1,500.0,0,0,1,0.65
ind-house,laxman vihar phase 2,1,Moderately Old,Class D,Low Floor,West,2,2,67.0,0,0,1,0.58
flat,sector 82a,3+,Relatively New,Class A,Middle Floor,North-East,3,3,1546.0,1,0,2,1.8
flat,sohna road,2,New Property,Class C,Low Floor,North,2,2,565.0,0,0,1,0.42
ind-house,sector 4,3,Under Construction,Class D,Low Floor,North-East,5,4,146.0,0,0,1,0.8
ind-house,sector 25,3+,Moderately Old,Class B,Low Floor,East,6,7,1800.0,1,0,0,6.6
flat,sector 65,3,Relatively New,Class D,Low Floor,North,4,4,2194.0,1,0,1,2.85
flat,sector 108,3,Relatively New,Class B,Low Floor,East,2,3,978.23,0,0,1,0.98
flat,sector 69,1,Relatively New,Class C,Middle Floor,North-West,4,4,1786.0,0,0,1,1.75
flat,sector 9a,3,Old Property,Class D,Middle Floor,East,3,3,1433.0,0,0,1,0.75
ind-house,sector 48,3,Relatively New,Class B,Low Floor,North,3,4,2592.0,1,1,0,6.4
flat,sector 79,2,Relatively New,Class A,Low Floor,South-West,3,3,1213.0,0,0,0,1.25
flat,sector 111,3+,Relatively New,Class D,Middle Floor,North-East,4,5,2700.0,1,0,0,3.5
ind-house,sector 43,1,Moderately Old,Class D,Low Floor,South-East,3,3,1080.0,0,0,1,2.75
ind-house,sector 14,3+,Moderately Old,Class D,Low Floor,South-West,4,4,3150.0,0,0,1,6.5
flat,sector 65,3,Relatively New,Class D,Low Floor,East,3,3,1600.0,1,0,0,2.4
flat,sector 109,3+,Relatively New,Class C,Low Floor,North-West,3,4,1797.0,1,0,1,1.45
ind-house,sector 24,3,Old Property,Class D,Low Floor,East,4,4,1070.0,0,0,1,3.25
flat,sector 92,2,Relatively New,Class C,Low Floor,North,3,2,1133.0,0,0,1,0.51
ind-house,sector 67,0,Moderately Old,Class D,Low Floor,North-East,4,4,2800.0,0,0,1,3.0
flat,sector 83,3,Moderately Old,Class B,Middle Floor,South-East,3,3,1469.0,0,0,0,1.05
flat,sector 79,3,Relatively New,Class A,Middle Floor,East,2,2,1611.0,0,0,1,0.95
flat,sector 6,2,Moderately Old,Class C,Low Floor,North-East,3,2,111.0,0,0,1,0.48
ind-house,sector 39,0,Relatively New,Class D,Low Floor,North-West,5,5,3660.0,0,0,1,5.15
flat,sector 102,3+,Moderately Old,Class B,Middle Floor,East,3,4,1751.0,1,0,1,1.78
flat,sector 43,3+,Moderately Old,Class C,Low Floor,South-East,3,3,2450.0,1,0,0,3.8
ind-house,maruti kunj,1,Moderately Old,Class D,Low Floor,South,4,4,1700.0,0,0,1,0.7
flat,sector 113,2,Relatively New,Class D,Low Floor,North-East,2,2,1199.0,0,0,1,1.32
flat,sector 56,3+,Moderately Old,Class B,Low Floor,South-East,3,5,2250.0,0,0,0,1.5
flat,sector 89,2,Under Construction,Class C,Low Floor,East,3,3,1581.0,0,0,1,1.14
flat,sector 31,3+,Relatively New,Class C,Low Floor,North,4,5,2668.0,1,0,1,5.5
flat,sector 74,3+,Relatively New,Class B,High Floor,South-East,2,2,1200.0,0,0,1,1.54
ind-house,sector 43,3+,New Property,Class D,Low Floor,North,3,3,2700.0,0,0,0,13.0
flat,sector 86,1,Relatively New,Class A,Middle Floor,North-East,3,3,1900.0,0,0,0,1.55
ind-house,sector 50,3,Moderately Old,Class D,Low Floor,East,3,3,2259.0,1,0,1,7.1
flat,sector 85,3,Relatively New,Class D,Middle Floor,North-East,2,2,1487.0,0,0,1,1.05
flat,sector 90,3+,Relatively New,Class B,Middle Floor,East,4,4,3030.0,1,0,0,1.99
flat,sector 85,3,Relatively New,Class D,High Floor,North-East,2,2,1660.0,0,0,1,1.2
flat,sector 69,1,Relatively New,Class C,Middle Floor,North-West,4,4,1786.0,0,0,1,1.75
flat,sector 61,3,Under Construction,Class B,Low Floor,South,3,2,1536.0,0,0,1,2.1
flat,sector 48,3+,Moderately Old,Class C,Middle Floor,North,3,3,2203.0,1,0,0,1.86
flat,sector 90,3+,Relatively New,Class C,High Floor,South,4,4,2472.0,1,0,1,1.75
flat,sohna road,3+,Moderately Old,Class A,Middle Floor,North-East,2,2,1100.0,0,0,0,0.9
ind-house,sector 31,2,Moderately Old,Class D,Low Floor,East,2,2,1426.0,0,0,1,4.6
ind-house,sector 28,2,Relatively New,Class D,Low Floor,South-West,4,2,1458.0,0,0,1,2.58
flat,sector 90,3+,Moderately Old,Class C,Middle Floor,North-East,4,3,2461.0,0,0,1,1.79
ind-house,sector 46,2,Relatively New,Class D,Low Floor,South-East,4,4,1620.0,0,0,0,3.5
flat,sector 89,2,New Property,Class D,Low Floor,North-East,2,2,1226.0,0,0,1,1.0
flat,sector 65,3,Relatively New,Class C,Low Floor,North,4,4,1650.0,0,0,0,2.8
flat,sector 85,3,Relatively New,Class A,Middle Floor,North,2,2,1300.0,0,0,0,1.2
flat,sector 95,3+,New Property,Class D,Middle Floor,North,3,4,1966.0,1,0,1,2.0
flat,sector 37d,3,Relatively New,Class C,Middle Floor,North-East,3,3,1000.0,0,1,1,1.2
flat,sector 81,3+,Relatively New,Class A,High Floor,North-East,3,4,1855.0,1,0,2,2.3
flat,sector 92,3,New Property,Class B,Middle Floor,East,4,3,2108.0,1,0,1,1.83
ind-house,sector 5,0,New Property,Class D,Low Floor,East,6,1,3000.0,0,0,1,1.5
flat,sector 70,3+,Relatively New,Class D,Low Floor,South-East,4,5,2176.0,1,0,0,2.0
flat,sector 102,3,Relatively New,Class A,Middle Floor,North-East,3,3,1316.0,0,0,0,1.49
flat,sector 37d,2,Under Construction,Class D,Low Floor,South,2,2,861.0,0,0,1,0.8
flat,sector 92,2,Relatively New,Class B,Middle Floor,North-West,3,3,1442.0,0,0,1,0.68
ind-house,sector 5,1,Old Property,Class D,Low Floor,South,2,2,900.0,0,0,1,0.8
flat,sector 69,2,Relatively New,Class A,Middle Floor,North-East,3,3,1493.0,0,0,0,1.5
flat,sohna road,3+,New Property,Class C,Middle Floor,North-West,2,2,1344.0,0,0,1,0.74
ind-house,sector 4,2,Old Property,Class D,Low Floor,North-East,3,3,4950.0,0,0,1,5.0
flat,sector 86,1,Relatively New,Class A,High Floor,North,3,3,1750.0,0,0,0,1.58
flat,sector 69,2,Relatively New,Class A,Low Floor,West,4,4,1822.0,0,0,1,1.95
flat,sector 89,0,New Property,Class C,Low Floor,North-East,3,3,1423.0,0,0,1,1.25
flat,sector 106,3+,Relatively New,Class A,Middle Floor,South-East,3,4,1186.0,1,0,1,1.25
flat,sector 84,3,Relatively New,Class B,Low Floor,East,2,2,1460.0,0,0,0,1.2
flat,sector 111,1,Relatively New,Class C,Low Floor,North-West,1,1,374.0,0,0,2,0.5
flat,sohna road,1,Relatively New,Class C,Low Floor,East,2,2,508.0,0,0,0,0.27
flat,sector 83,2,Moderately Old,Class D,Low Floor,East,2,2,1129.0,0,0,1,0.87
flat,sector 95,2,Relatively New,Class D,Middle Floor,East,3,2,761.0,0,0,1,0.4
ind-house,sector 2,3+,Old Property,Class D,Low Floor,North-West,4,4,1845.0,0,0,1,2.95
flat,sector 102,3,Relatively New,Class C,Middle Floor,North-East,3,3,1679.0,0,0,1,1.95
flat,sector 70a,3,Relatively New,Class B,Low Floor,North-West,3,3,1925.0,0,0,1,1.8
flat,sector 59,0,Under Construction,Class D,Low Floor,North-East,3,1,2295.0,0,0,1,3.9
flat,sector 79,2,Relatively New,Class D,Low Floor,North-West,2,2,1300.0,0,0,1,1.0
flat,sohna road,0,Relatively New,Class D,Low Floor,West,2,2,481.0,0,0,1,0.25
flat,sector 107,3,Relatively New,Class B,Middle Floor,East,3,3,1762.0,0,0,1,1.32
ind-house,sector 55,0,Old Property,Class D,Low Floor,North-East,4,4,1500.0,0,0,1,2.8
flat,sector 102,3+,Relatively New,Class C,High Floor,East,3,4,2000.0,1,0,1,2.22
flat,sector 67,3+,Relatively New,Class A,High Floor,South,3,4,2138.0,1,0,0,3.5
flat,sector 67,3,New Property,Class A,Middle Floor,North-West,3,4,2018.0,1,0,0,3.32
flat,sector 99a,3,Relatively New,Class C,Middle Floor,North-East,3,5,1811.0,1,0,1,1.23
flat,sector 69,2,Relatively New,Class B,Middle Floor,North,3,3,1431.0,0,0,1,1.4
flat,sohna road,0,Relatively New,Class C,Low Floor,North-East,2,2,1081.0,0,0,1,0.75
flat,sector 2,3,Moderately Old,Class C,Middle Floor,East,2,2,1283.0,0,0,1,0.98
flat,sector 102,3+,Relatively New,Class A,Middle Floor,North-East,3,4,1700.0,1,0,0,1.7
flat,sohna road,1,New Property,Class C,Low Floor,East,1,1,778.0,0,0,1,0.22
flat,sector 70,3,Relatively New,Class D,Middle Floor,South,3,3,1529.0,1,0,1,1.6
ind-house,sector 109,3+,Relatively New,Class B,Low Floor,East,4,4,5400.0,1,0,1,6.25
flat,sector 78,3,Moderately Old,Class B,Middle Floor,North-West,3,4,1668.0,1,0,1,0.88
ind-house,sector 28,3+,Moderately Old,Class D,Low Floor,South-East,2,8,900.0,0,0,0,2.1
flat,sector 112,2,Relatively New,Class B,Middle Floor,South-East,2,3,2441.0,1,0,1,2.8
flat,sector 5,2,Relatively New,Class D,Low Floor,East,2,2,778.0,0,0,1,0.25
flat,sector 92,3+,Relatively New,Class D,Middle Floor,West,3,3,1523.0,0,0,1,0.82
flat,sector 83,2,Relatively New,Class D,Low Floor,West,2,2,1201.0,0,0,0,0.75
flat,sector 37c,0,Relatively New,Class D,Middle Floor,North,1,1,669.0,0,0,1,0.55
flat,sector 37c,3,New Property,Class D,Low Floor,North,3,3,1500.0,0,0,0,1.05
flat,sector 43,3+,Moderately Old,Class D,Middle Floor,North-East,3,4,2222.0,1,0,0,2.75
flat,gwal pahari,3+,New Property,Class D,Low Floor,North-East,4,5,5258.0,1,0,1,5.25
flat,sector 65,3,New Property,Class D,High Floor,East,3,3,1969.0,0,0,1,2.79
ind-house,sector 57,2,Moderately Old,Class A,Low Floor,North-West,6,6,3450.0,1,1,2,3.65
flat,sector 108,3+,Relatively New,Class B,Middle Floor,North,4,5,2519.0,0,0,1,2.28
ind-house,sector 70a,3+,New Property,Class A,Low Floor,North-East,4,4,2332.0,1,0,0,6.5
ind-house,sector 28,3+,Relatively New,Class C,Low Floor,East,4,5,2844.0,1,1,0,12.0
flat,sector 60,3+,Relatively New,Class A,Middle Floor,South,3,4,2045.0,1,0,0,2.85
flat,sector 91,3+,Moderately Old,Class C,High Floor,East,4,4,2472.0,1,0,1,2.0
flat,sector 48,3+,Relatively New,Class D,High Floor,South-East,5,6,7444.0,1,0,2,15.0
flat,sector 109,3,Moderately Old,Class D,High Floor,West,3,3,1550.0,0,0,1,1.7
flat,sector-33 sohna,3,New Property,Class C,Low Floor,North-East,2,2,86.0,0,0,1,1.2
flat,sector 107,2,Relatively New,Class D,Low Floor,East,2,2,628.0,0,0,2,0.38
ind-house,sector 109,2,Relatively New,Class A,Low Floor,West,5,6,5400.0,1,0,1,7.0
flat,sector 77,3,Relatively New,Class D,Low Floor,North,3,4,1311.0,1,0,1,1.25
flat,sector 107,1,Relatively New,Class D,Middle Floor,South-West,2,2,598.0,0,0,2,0.49
flat,sector 1 imt manesar,3+,Moderately Old,Class C,Low Floor,South-West,3,3,1900.0,1,0,1,0.81
flat,sector 69,1,Relatively New,Class A,Middle Floor,East,3,3,1394.0,0,0,1,1.38
flat,sector 37c,3,Under Construction,Class D,Middle Floor,East,3,3,1650.0,0,0,1,1.2
flat,sector 107,3+,Relatively New,Class D,Low Floor,South,2,2,1238.0,0,0,1,0.9
flat,sector 102,2,Relatively New,Class B,Middle Floor,East,2,2,830.0,0,0,1,0.96
flat,sector 50,3+,Moderately Old,Class B,Low Floor,South,3,3,2362.0,1,0,1,2.7
flat,sector 37d,3,Relatively New,Class B,Middle Floor,North,4,3,1986.0,0,0,0,1.8
flat,sector 48,3+,Relatively New,Class A,Middle Floor,North-West,3,3,2395.0,0,0,0,3.65
flat,sector 22,2,New Property,Class D,Middle Floor,North-East,2,2,1285.0,1,0,1,1.99
flat,sector 103,3,Moderately Old,Class D,Low Floor,North-East,2,2,1290.0,0,0,1,1.2
flat,sector 109,2,Moderately Old,Class C,Low Floor,East,3,3,1912.0,1,0,1,1.8
ind-house,sector 56,3+,Moderately Old,Class D,Low Floor,West,6,6,1530.0,0,0,0,3.4
flat,sohna road,1,Relatively New,Class D,Low Floor,North,2,2,587.0,0,0,1,0.25
flat,sector 63a,3,Under Construction,Class C,Low Floor,West,3,3,2150.0,1,0,1,3.3
flat,sector 84,1,Relatively New,Class B,Middle Floor,West,2,2,532.0,0,1,1,0.35
flat,sector 102,2,New Property,Class C,Middle Floor,East,2,2,748.0,0,0,1,0.97
flat,sector 102,3+,Relatively New,Class A,Middle Floor,North-East,3,4,1750.0,1,0,0,1.7
flat,sector 55,2,Moderately Old,Class D,Middle Floor,South,3,3,1700.0,0,0,0,1.44
flat,sector 37c,3,Relatively New,Class D,Middle Floor,South-West,3,4,1662.0,1,0,1,0.98
flat,sector 81,3,Relatively New,Class C,Low Floor,East,2,2,955.0,0,0,1,0.82
ind-house,sector 23a,0,Old Property,Class D,Low Floor,East,3,2,3078.0,0,0,1,5.1
flat,sector 109,2,Relatively New,Class D,Low Floor,South-West,3,2,1214.0,0,0,0,0.79
flat,sector 50,3,Moderately Old,Class D,Middle Floor,North-West,3,3,1900.0,0,0,0,2.35
ind-house,sector 66,3+,Relatively New,Class B,Low Floor,North-East,4,4,5574.7,1,1,1,9.01
flat,sector 70,3,Relatively New,Class D,Middle Floor,North,3,5,1529.0,1,0,1,1.62
flat,sohna road,3+,Relatively New,Class D,Low Floor,North,3,2,1210.723472,0,0,1,0.95
flat,sector 82a,3+,Relatively New,Class A,Middle Floor,North-East,4,5,2112.0,1,0,2,2.95
flat,sector 85,3+,Relatively New,Class B,High Floor,East,2,2,1407.0,0,1,1,1.3
flat,sector 77,2,Relatively New,Class C,Low Floor,North,2,2,1127.0,0,0,1,0.99
flat,sector 102,3,Relatively New,Class B,Middle Floor,East,3,3,1316.0,1,0,1,1.42
ind-house,sector 57,3,Old Property,Class B,Low Floor,East,6,6,2700.0,1,1,2,4.6
flat,sector 93,2,Relatively New,Class C,Middle Floor,North-East,3,4,1350.0,0,0,0,1.45
flat,sohna road,2,New Property,Class D,Middle Floor,South-West,2,2,591.0,0,0,1,0.5
ind-house,sector 46,2,Old Property,Class C,Low Floor,North-West,3,3,909.0,0,1,0,2.2
flat,sector 113,3,Relatively New,Class C,Middle Floor,East,2,2,1426.0,0,0,1,1.75
flat,sector 28,3+,Relatively New,Class A,High Floor,South,3,4,2000.0,1,0,0,6.2
flat,sector 37d,3,Relatively New,Class D,High Floor,North-West,3,3,1693.0,0,0,1,1.5
flat,sector-33 sohna,3,Under Construction,Class D,Low Floor,South,3,2,1515.0,0,0,1,1.45
ind-house,sector 23,2,Moderately Old,Class C,Low Floor,East,8,8,2520.0,1,0,0,5.5
ind-house,sector 105,2,Moderately Old,Class D,Low Floor,North,2,2,2000.0,0,0,1,9.9
flat,sector 43,1,Old Property,Class C,Low Floor,East,3,3,1235.0,0,1,0,2.1
flat,sector 68,3+,Relatively New,Class B,High Floor,North-East,3,3,1845.0,0,0,0,1.8
flat,sector 95,2,Relatively New,Class D,Middle Floor,South-West,2,2,1364.0,0,0,1,0.56
